#Borrower_ID,Project_ID,Project_Check_Digit,State_County_FIPS_Code,Project_Name,Main_Address_Line1,Main_Address_Line2,Main_Address_Line3,City,State_Abbreviation,Zip_Code,Household_Count,Over_30_Percent_Income_Count,No_Income_Tenants_Count,Head_of_Household_Female_Count,Elderly_Count,Disabled_COunt,Handicapped_COunt,Ethnicity_Hispanic_Count,Designated_Minors_Count,Race_Code_A_Count,Race_Code_B_Count,Race_Code_I_Count,Race_Code_M_Count,Race_Code_P_Count,Race_Code_W_Count,Race_Code_X_Count,Subsidy_0_Count,Subsidy_1_Count,Subsidy_2_Count,Subsidy_4_Count,Subsidy_5_Count,Subsidy_6_Count,Subsidy_7_Count,Subsidy_8_Count,Annual_Income_Average,Other_Income_Average,Public_Assistant_Income_Average,Social_Security_Income_Average
"485335461","02","2","18019","MAPLE LEAF APTS.","228 MAPLE DRIVE"," "," ","CHARLESTOWN","IN","47111",40,0,0,16,4,6,0,0,18,0,1,0,0,0,40,0,0,0,40,0,0,0,0,0,11599.95,1434.77,0.00,5964.14
"256730658","02","2","18019","WINDSOR APARTMENTS","328 MAPLE DRIVE"," "," ","CHARLESTOWN","IN","47111",55,0,0,25,6,16,0,3,18,0,0,2,0,1,52,0,0,0,0,0,0,55,0,0,14313.40,848.67,0.00,7077.13
"299320453","01","2","18019","RIDGEVIEW LIMITED","1418 MT. ZION RD."," "," ","HENRYVILLE","IN","47126",13,0,0,8,4,5,0,0,0,0,0,0,0,0,14,0,1,11,0,0,0,1,0,0,15239.73,0.00,0.00,11785.09
"074538105","01","9","18029","RIDGE PARK APT","1175 FOREST DRIVE"," "," ","GREENDALE","IN","47025",60,3,0,24,7,8,0,0,18,0,0,0,0,0,60,0,23,36,0,0,0,1,0,0,18397.62,265.68,0.00,5344.00
"057764175","01","0","18029","KNOLL PARK APT.","2512 KNOLL CT."," "," ","LAWRENCEBURG","IN","47025",35,0,0,13,1,8,0,0,8,1,2,0,0,0,33,0,23,12,0,0,0,0,0,0,23264.43,798.48,0.00,4897.48
"495021454","01","4","18029","RIVER PARK APTS.","439 PARK AVE."," "," ","AURORA","IN","47001",20,0,0,15,17,4,0,0,0,0,0,0,0,0,21,0,9,9,0,0,0,2,0,0,15790.05,0.00,0.00,14195.11
"088359548","01","3","18029","VILLAGE APARTMENTS OF LAWRENCEBURG"," ","60 DOUGHTY ROAD",,"LAWRENCEBURG","IN","47025",43,3,0,20,25,25,0,1,1,2,2,0,0,0,42,0,11,30,0,0,0,2,0,0,13845.00,348.72,42.77,12941.28
"008934827","01","2","18077","RAINBOW END APARTMENTS II","500 RAINBOW LANE"," "," ","HANOVER","IN","47243",29,2,0,12,8,6,0,0,4,0,1,1,0,0,30,0,17,12,0,0,0,0,0,0,19915.27,0.00,0.00,12067.73
"008934827","02","2","18077","RAINBOW END APARTMENTS I","500 RAINBOW LANE"," "," ","HANOVER","IN","47243",38,1,0,13,6,12,0,0,9,0,10,0,0,0,32,0,7,22,0,0,0,9,0,0,13955.17,258.50,0.00,7737.75
"760181972","01","3","18077","CLIFTON HEIGHTS APARTMENTS","401 VIRGINIA AVE"," "," ","MADISON","IN","47250",58,6,0,29,17,17,0,2,10,0,1,0,0,0,58,0,14,32,0,0,0,12,0,0,14421.76,529.27,0.00,10096.76
"355516306","01","6","18079","LINCOLN PLACE APTS"," ","950 VETERANS DRIVE",,"NORTH VERNON","IN","47265",36,0,0,19,12,25,0,0,0,0,1,0,0,0,35,0,0,31,0,0,0,5,0,0,11388.09,0.00,0.00,10983.91
"135771291","01","9","18079","NORTH VERNON SENIOR HOUSING","45 HENRY STREET",,,"NORTH VERNON","IN","47265",72,0,0,55,65,6,2,0,0,0,0,0,0,0,73,0,47,25,0,0,0,0,0,0,17563.72,0.00,0.00,16721.37
"028724846","01","6","18079","VALLEY COURT"," ","500 HAYDEN PIKE",,"NORTH VERNON","IN","47265",51,0,0,24,7,4,3,6,18,0,2,0,0,0,50,0,4,45,0,0,0,2,0,0,13407.07,428.89,0.00,6768.30
"454837515","01","0","18079","VILLAGE APARTMENTS OF NO VERNON","500 HAYDEN PIKE",,,"NORTH VERNON","IN","47265",38,1,1,17,6,7,0,0,13,0,0,0,0,0,39,0,8,27,0,0,0,3,0,0,12603.27,1148.77,0.00,6806.36
"153626693","01","6","18079","IVY PARK APTS.","31 IVY PARK"," "," ","NORTH VERNON","IN","47265",55,1,0,17,10,5,1,0,15,0,0,0,0,0,58,0,18,37,0,0,0,0,0,0,15648.83,670.80,0.00,7026.53
"374351082","03","1","18115","HOOSIER BOY & HOOSIER GIRL","211 S. WALNUT STREET","BOX 24",,"RISING SUN","IN","47040",62,0,0,38,60,5,0,0,0,0,0,0,0,0,65,0,37,25,0,0,0,0,0,0,18552.15,0.00,0.00,18039.00
"398633122","01","6","18115","NORTHRIDGE APTS","1114  5TH. ST"," "," ","RISING SUN","IN","47040",29,0,0,11,6,3,9,0,4,0,0,0,0,0,29,0,7,14,0,0,0,8,0,0,16374.68,670.26,87.79,10229.89
"449655153","01","4","18115","CANDLEWOOD PLACE","1115 BURGESS AVE"," "," ","RISING SUN","IN","46550",17,0,0,9,11,6,0,0,0,0,0,0,0,0,17,0,4,11,0,0,0,2,0,0,15411.06,0.00,0.00,15411.06
"472918960","01","1","18137","OSGOOD COMMUNITY HOMES","728 N. BUCKEYE",,,"OSGOOD","IN","47037",18,1,0,10,9,9,1,0,0,0,0,0,0,0,19,0,1,17,0,0,0,0,0,0,11154.83,0.00,0.00,8927.39
"421918563","02","2","18137","TYSON MANOR","215 WEST TYSON"," "," ","VERSAILLES","IN","47042",21,3,0,7,9,10,0,0,0,0,0,1,0,0,20,0,9,12,0,0,0,0,0,0,16047.41,0.00,0.00,15088.12
"421918563","03","4","18137","COLONIAL MANOR","100 WATER ST"," "," ","VERSAILLES","IN","47042",21,3,0,12,14,9,0,0,0,0,0,0,0,0,21,0,10,11,0,0,0,0,0,0,16879.68,442.11,0.00,16322.11
"291939067","03","3","18137","MILAN HOUSING FOR THE ELDERLY","213 MAPLE STREET"," "," ","MILAN","IN","47031",34,2,0,24,31,5,0,0,0,0,0,0,0,0,36,0,10,24,0,0,0,0,0,0,15055.18,0.00,0.00,13614.52
"427491331","01","4","18137","MEADOW PARK APTS.","3891 W. MILLHOUSEN RD."," "," ","OSGOOD","IN","47037",20,1,0,8,7,11,0,0,0,0,0,0,0,0,20,0,7,13,0,0,0,0,0,0,15222.65,0.00,0.00,15215.94
"216252628","01","3","18137","MCNAIR MANOR APTS.","201 COUNTRY CLUB DR BLVD"," "," ","BATESVILLE","IN","47006",88,0,0,34,4,2,15,7,34,0,0,0,0,0,93,0,6,82,0,0,0,0,0,0,12975.00,1246.50,82.29,4708.50
"169375037","02","3","18137","BUCKEYE VILLAGE","806 SOUTH BUCKEYE"," "," ","OSGOOD","IN","47037",33,7,0,15,20,12,0,0,1,0,0,0,0,0,34,0,14,19,0,0,0,0,0,0,14402.35,1356.92,0.00,12750.96
"788538108","01","8","18137","GASLIGHT SQUARE APARTMENTS","319 GASLIGHT DRIVE"," "," ","VERSAILLES","IN","47042",28,0,0,16,5,14,0,0,3,0,0,0,0,0,31,0,0,25,0,0,0,3,0,0,11536.58,512.21,0.00,9318.68
"022398065","01","6","18137","GOLDEN VILLA INC","32 W. BOEHRINGER STREET"," "," ","BATESVILLE","IN","47006",29,1,3,18,12,20,0,0,0,0,1,0,0,0,28,0,11,18,0,0,0,0,0,0,13305.39,0.00,0.00,10084.64
"022398065","02","8","18137","HERITAGE HAUS","333 SOUTH MULBERRY BLVD"," "," ","BATESVILLE","IN","47006",25,3,0,19,14,12,0,0,0,0,0,0,0,0,25,0,5,19,0,1,0,0,0,0,13362.52,0.00,0.00,12836.84
"175054647","02","8","18143","VILLAGE APARTMENTS OF SCOTTSBURG","1275 PINE ST"," "," ","SCOTTSBURG","IN","47170",55,0,9,27,4,7,1,0,19,0,0,0,0,0,56,0,0,0,55,0,0,0,0,0,8125.72,505.31,0.00,4006.03
"098010846","02","2","18143","SCOTTSBURG SENIOR HOUSING CORP."," 109 CRAIG PARK"," "," ","SCOTTSBURG","IN","47170",49,7,0,33,30,13,7,0,0,0,0,0,0,1,49,0,13,29,0,0,0,6,1,0,13706.77,40.56,0.00,13115.06
"431367775","01","5","18143","MEADOWBROOK APT. I","126 N MICHAEL DR."," "," ","SCOTTSBURG","IN","47170",39,1,0,19,8,17,0,0,6,0,0,0,0,0,40,0,10,27,0,0,0,2,0,0,14833.70,0.00,0.00,8643.85
"173477859","01","9","18143","MEADOWBROOK APTS II"," 126 N. MICHAEL DR."," "," ","SCOTTSBURG","IN","47170",25,0,0,6,2,8,0,0,6,0,0,0,0,0,28,0,4,18,0,0,0,3,0,0,13099.57,59.43,0.00,7676.14
"385625918","01","6","18143","VILLAGE APARTMENTS OF SCOTTSBURG II","923 YORK ROAD",,,"SCOTTSBURG","IN","47170",53,0,2,23,4,23,0,1,9,0,0,0,0,0,55,0,4,27,0,0,0,22,0,0,10727.84,490.11,24.63,7381.95
"100968458","01","2","18143","AUSTIN APARTMENTS I","84 AUDREY LANE",,,"AUSTIN","IN","47102",24,0,0,18,14,15,0,0,0,0,0,0,0,0,24,0,0,20,0,0,0,4,0,0,11084.67,0.00,0.00,10910.17
"489940257","01","6","18155","SWITZER SQUARE APT","500 E SEMINARY ST",,,"VEVAY","IN","47043",40,1,0,23,33,23,4,2,0,0,0,0,0,0,41,0,13,27,0,0,0,0,0,0,16106.08,0.00,0.00,14664.33
"221944822","01","4","18155","RIVERBEND SR HOMES","501 WASHINGTON ST",,,"VEVAY","IN","47043",25,2,0,15,16,11,1,0,0,0,0,0,0,0,27,0,2,21,0,0,0,2,0,0,14404.39,0.00,0.00,14311.83
"072719930","01","8","18005","VILLAGE APARTMENTS OF TAYLORSVILLE","10033 BRANTON DRIVE",,,"TAYLORSVILLE","IN","47280",34,4,0,21,15,5,0,0,6,0,0,2,0,0,36,0,16,15,0,0,0,3,0,0,15827.75,262.79,0.00,8522.92
"097483951","01","9","18005","LARAE LIMITED"," ","2469 W. LARAE AVE.",,"TAYLORSVILLE","IN","47201",39,0,0,20,8,5,2,1,8,0,1,0,0,1,41,0,13,24,0,0,0,2,0,0,19910.54,696.19,0.00,8037.27
"275327830","01","1","18009","VALLEY VIEW APTS.","120 W. 5TH STREET"," "," ","HARTFORD CITY","IN","47348",110,0,0,40,2,17,0,4,48,0,2,0,0,1,108,0,0,0,0,0,0,110,0,0,8751.85,1846.60,0.00,3276.83
"052950576","01","3","18009","CROMWELL VILLAGE APARTMENTS","224 E VINE ST",,,"MONTPELIER","IN","47359",7,0,0,3,4,1,0,0,0,0,0,0,0,0,8,0,1,5,0,0,0,1,0,0,10817.71,480.29,0.00,9444.86
"458117791","01","8","18009","HARTFORD PARK APTS.","300 SO. WABASH ST."," "," ","HARTFORD CITY","IN","47348",27,2,0,16,13,11,0,0,0,0,0,0,0,0,25,0,8,18,0,0,0,1,0,0,14182.43,0.00,0.00,13873.83
"049356359","01","5","18009","WESTVIEW SENIORS APTS","699 W. WINDSOR ST.",,,"MONTPELIER","IN","47359",11,0,0,7,9,2,0,0,0,0,0,0,0,0,11,0,1,10,0,0,0,0,0,0,16215.55,0.00,0.00,16164.82
"389912732","01","3","18031","WESTPORT TERRACE % VALENTI-HELD","204 N. WILLIAMSON STREET"," "," ","WESTPORT","IN","47283",31,0,0,13,4,2,2,1,12,0,1,0,0,0,32,0,0,31,0,0,0,0,0,0,10391.25,1000.63,0.00,5484.69
"063067551","01","6","18031","HILLCREST ASSOCIATES, L.P.","1923 N CARVER ST"," "," ","GREENSBURG","IN","47240",33,2,0,17,7,2,2,1,5,0,1,0,0,1,34,0,7,23,0,0,0,3,0,0,14093.67,812.50,0.00,6735.38
"449301416","01","5","18031","MILLSTONE ASSOCIATES, L.P.","605 E. BENNET",,,"WESTPORT","IN","47283",19,0,0,9,11,2,5,0,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,14820.76,0.00,0.00,14817.12
"031746601","01","7","18035","JACKSON SQUARE APTS C/O JUSTUS PROPERTY MANAGEMENT","10217 E. JACKSON ST."," "," ","SELMA","IN","47383",20,0,0,8,4,11,0,0,2,0,3,0,0,0,17,0,1,15,0,0,0,4,0,0,12555.81,193.75,0.00,10594.63
"041978532","01","4","18035","OAK PARK APARTMENTS","601 OAK STREET"," "," ","ALBANY","IN","47320",46,11,0,17,5,17,0,4,10,0,0,0,0,0,50,0,20,25,0,0,0,1,0,0,12006.83,125.52,0.00,9224.17
"125523547","01","0","18047","MEADOWBROOK APARTMENTS","3005 PEARL ST"," "," ","OLDENBURG","IN","47036",24,0,0,16,21,11,0,0,0,0,0,0,0,0,27,0,13,11,0,0,0,0,0,0,18083.18,0.00,0.00,17865.14
"058775816","01","4","18047","LAUREL PARK APTS.","CLAY & PEARL STREETS",,,"LAUREL","IN","47024",34,0,0,7,5,6,0,0,15,0,0,3,0,0,31,0,0,34,0,0,0,0,0,0,8917.67,975.80,0.00,5821.73
"229438586","01","2","18053","PRAIRIE VIEW II APARTMENTS","STATE ROAD 26 &","WILSON STREET"," ","FAIRMOUNT","IN","46928",23,0,0,18,18,6,3,0,0,0,0,0,0,0,24,0,8,14,0,0,0,1,0,0,15448.45,0.00,133.09,15262.95
"229438586","02","4","18053","PRAIRIE VIEW APTS.","STATE ROAD 26 &","WILSON STREET"," ","FAIRMOUNT","IN","46928",15,0,0,7,13,2,1,0,0,0,0,0,0,0,15,0,5,10,0,0,0,0,0,0,16798.79,0.00,0.00,15851.64
"428332160","01","5","18053","FAIRVIEW APARTMENTS","600 N BARCLAY ST","BOX 1",,"FAIRMOUNT","IN","46928",31,0,0,12,4,3,0,1,10,0,0,0,0,0,32,0,4,27,0,0,0,0,0,0,11519.39,794.44,0.00,6553.50
"400096243","01","4","18053","RIVERVIEW APTS","222 W.S. I STREET",,,"GAS CITY","IN","46933",32,0,0,14,1,12,0,0,11,0,3,3,0,0,27,0,12,19,0,0,0,1,0,0,15923.72,1074.06,0.00,6316.06
"162061231","01","9","18053","BROOKVIEW APTS.","282 EAST BERRY STREE",,,"UPLAND","IN","46989",19,0,0,14,11,8,0,0,0,0,0,0,0,0,19,0,4,13,0,0,0,2,0,0,17114.11,152.00,0.00,15464.39
"259226265","01","0","18053","NORTHVIEW APTS.","602 N. FIRST STREET",,,"VAN BUREN","IN","46991",18,3,0,14,11,7,0,1,0,0,0,0,0,0,18,0,5,13,0,0,0,0,0,0,14030.94,0.00,0.00,14030.78
"430979831","01","2","18053","BRIARWOOD APTS.","210 VILLAGE ST",,,"CONVERSE","IN","46919",34,0,0,9,3,1,9,0,10,0,0,0,0,0,31,0,5,29,0,0,0,0,0,0,11005.61,1704.17,0.00,8103.26
"462496845","01","2","18059","VILLAGE APTS. II OF FORTVILLE","750 MADISON STREET"," "," ","FORTVILLE","IN","46040",25,6,0,17,19,8,0,0,0,0,0,1,0,0,27,0,9,16,0,0,0,0,0,0,14858.67,100.00,0.00,14756.33
"479298564","01","3","18065","TOWNE PARK APTS.","275 N. 7TH STREET"," "," ","MIDDLETOWN","IN","47356",36,3,0,16,4,6,1,0,11,0,0,0,0,0,37,0,13,23,0,0,0,0,0,0,14674.75,1044.40,0.00,7012.40
"202760577","01","6","18065","COUNTRY PARK APTS","110 E. NORTH STREET"," "," ","MOORELAND","IN","47360",16,0,0,7,1,1,0,0,6,0,3,0,0,0,12,0,3,13,0,0,0,0,0,0,13685.00,1336.00,0.00,5590.50
"105707673","01","2","18065","AMBER COURT APTS.","138 WEST LINCOLN ST."," "," ","KNIGHTSTOWN","IN","46148",24,0,0,9,2,3,0,0,11,0,2,0,0,0,25,0,0,0,24,0,0,0,0,0,11859.50,3259.08,0.00,4499.00
"360238797","01","8","18065","ROSE PARK APTS.","482 CENTRAL AVE",,,"MIDDLETOWN","IN","47356",36,0,0,15,3,11,0,0,9,0,0,0,0,0,39,0,10,26,0,0,0,0,0,0,16830.00,984.67,0.00,9560.52
"239796292","01","0","18065","SOUTH PARK APARTMENTS","100 N 1ST ST",,,"SHIRLEY","IN","47384",18,0,0,12,1,0,5,0,2,0,0,0,0,1,18,0,6,12,0,0,0,0,0,0,14528.60,1424.80,0.00,5282.47
"406989798","01","8","18081","COUNTRY PLACE APTS. XXVI, LTD.","104 COUNTRY PLACE CR"," "," ","EDINBURGH","IN","46124",51,4,0,17,7,0,4,0,20,0,0,0,0,0,57,0,20,28,0,0,0,3,0,0,14664.26,1498.26,0.00,5351.83
"474841756","01","4","18081","WHITE OAK PLACE APARTMENTS","807 E MAIN CROSS ST",,,"EDINBURGH","IN","46124",30,2,0,24,16,13,0,1,0,0,0,0,0,0,30,0,8,20,0,0,0,2,0,0,14029.61,0.00,0.00,13418.43
"183698702","01","4","18095","VILLAGE APTS OF SUMMITVILLE","1100 W MILL ST",,,"SUMMITVILLE","IN","46070",36,0,1,16,6,6,0,0,9,0,0,0,0,0,37,0,6,22,0,0,0,8,0,0,14124.00,1399.87,0.00,5814.26
"465331224","01","0","18135","SUNNY KNOLLS APARTMENTS","103 SUNNY KNOLL DRIVE"," "," ","WINCHESTER","IN","47394",30,4,0,20,26,8,0,0,0,0,0,0,0,0,32,0,5,16,0,0,0,9,0,0,13805.53,711.40,0.00,12707.83
"391330452","01","3","18135","SUNRISE APARTMENTS","102 PRICE STREET",,,"LYNN","IN","47355",27,1,0,17,9,0,8,0,1,0,1,0,0,0,26,0,6,16,0,0,0,5,0,0,15139.04,153.60,0.00,8514.48
"378219441","01","8","18139","SILVER TREE APTS. % LEROY LEPLEY","300 S WEST ST",,,"MILROY","IN","46156",10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,8956.00,792.80,0.00,3847.20
"138365447","01","3","18139","EAST PARK APTS.","1200 N. BENJAMIN ST."," "," ","RUSHVILLE","IN","46173",16,0,0,9,3,10,0,0,3,0,0,0,0,0,16,0,3,13,0,0,0,0,0,0,13729.46,0.00,0.00,13728.62
"081088941","01","4","18139","OAKWOOD MANOR APTS.","765 EAST 11TH STREET",,,"RUSHVILLE","IN","46173",23,2,0,16,21,5,0,0,0,0,0,1,0,0,26,0,7,15,0,0,0,1,0,0,15808.91,43.64,0.00,15764.55
"103104777","01","3","18139","CARTHAGE MANOR APTS","28 MANOR DRIVE"," "," ","CARTHAGE","IN","46115",29,5,0,16,14,15,0,0,4,0,0,0,0,0,29,0,9,20,0,0,0,0,0,0,14905.00,223.83,0.00,12588.09
"290368326","03","4","18139","CARTHAGE APARTMENTS","2 S HARRISON ST",,,"CARTHAGE","IN","46115",22,0,0,9,2,0,6,3,8,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,8141.83,525.00,0.00,7366.83
"220985717","01","2","18159","TIPTON TERRACE APTS","319 TERRACE CT",,,"TIPTON","IN","46072",39,5,0,14,8,7,0,1,14,0,0,0,0,0,41,0,7,30,0,0,0,2,0,0,16544.19,1543.62,0.00,6712.62
"290368326","04","6","18161","LIBERTY GREEN APTS.","207 W SYCAMORE ST",,,"LIBERTY","IN","47353",20,0,0,9,4,0,3,2,7,0,0,0,0,0,21,0,0,20,0,0,0,0,0,0,8658.43,900.86,196.29,4138.50
"217784324","01","0","18177","HAGERSTOWN FAITH HOUSING INC","145 W WALNUT ST",,,"HAGERSTOWN","IN","47346",32,0,0,20,17,15,0,1,1,0,0,0,0,0,32,0,4,28,0,0,0,0,0,0,13957.17,328.31,0.00,12547.45
"458583688","01","9","18177","ROSE ANN PROPERTIES","602 N. MORTON STREET"," "," ","CENTERVILLE","IN","47330",26,3,0,8,4,6,0,1,12,0,5,0,0,0,22,0,15,9,0,0,0,2,0,0,19369.17,636.25,139.00,8088.50
"889071812","01","8","05021","WILLOW GATE APTS","421 N. BALLARD"," "," ","RECTOR","AR","72461",24,0,0,14,13,11,0,0,0,0,0,0,0,0,25,0,1,20,0,0,0,3,0,0,12012.74,573.91,0.00,10484.17
"322087378","01","1","05021","INDIAN HILLS APTS","#25 INDIAN HILLS DR"," "," ","RECTOR","AR","72461",27,1,1,10,3,3,2,0,8,0,1,0,0,0,26,0,4,22,0,0,0,1,0,0,10594.38,157.00,0.00,7120.44
"490687842","01","6","05021","PIGGOTT FAMILY APTS","400 SOUTH 12 TH STREET"," "," ","PIGGOTT","AR","72454",12,0,0,5,7,5,0,0,1,0,0,0,0,0,13,0,0,2,0,0,0,10,0,0,10094.27,0.00,176.73,8360.09
"463377433","01","0","05021","PIGGOTT ELDERLY APTS","666 EAST ORR",,,"PIGGOTT","AR","72454",12,1,0,6,5,7,0,0,0,0,0,0,0,0,12,0,1,10,0,0,0,1,0,0,11437.33,0.08,0.00,11437.25
"815744481","01","6","05021","SUNRIDGE APARTMENTS","400 STEPHENS LANE"," "," ","CORNING","AR","72411",14,0,0,7,3,0,0,0,4,0,0,0,0,0,14,0,0,13,0,0,0,1,0,0,8492.25,436.00,0.00,3527.25
"747181930","01","9","05021","PARK PLACE APARTMENTS","682 S. HOUSTON",,,"PIGGOTT","AR","72454",22,0,0,11,16,6,0,0,0,0,0,0,0,0,22,0,3,14,0,0,0,5,0,0,13136.74,0.00,0.00,13114.79
"583609795","02","2","05023","NORTHPOINT APTS.","89 TREASURE HILLS DR",,,"QUITMAN","AR","72131",25,0,0,12,2,2,0,0,6,0,0,0,0,0,28,0,0,25,0,0,0,0,0,0,9160.57,460.79,0.00,5236.57
"999593684","01","2","05023","WATSON-ADCOCK APTS","FRAUENTHAL ST.",,,"HEBER SPRINGS","AR","72543",23,0,0,20,20,13,0,0,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,13600.91,130.43,0.00,13470.00
"503906772","02","2","05023","EDGEHILL APTS","1715 W. SEARCY ST.",,,"HEBER SPRINGS","AR","72543",22,0,0,14,7,8,0,1,3,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,12383.74,484.74,0.00,9198.16
"795605129","01","1","05023","BROADWAY TERRACE","1310 NORTH BROADWAY ST."," "," ","HEBER SPRINGS","AR","72543",21,0,0,14,11,10,0,0,0,0,0,0,0,0,21,0,0,20,0,0,0,1,0,0,12953.90,375.60,0.00,12578.30
"155449142","02","2","05031","WAYNE W.WIGGINS III","105 CALLIE LILLY"," "," ","EGYPT","AR","72427",1,1,1,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
"780921230","01","9","05031","OAKTREE APARTMENTS","401 N. BERNIS"," "," ","BROOKLAND","AR","72417",18,1,0,12,9,3,0,1,2,0,0,0,0,0,18,0,1,14,0,0,0,3,0,0,10359.07,204.80,0.00,9677.60
"527989352","01","7","05031","BAY APARTMENTS","200 LUNSFORD STREET"," "," ","BAY","AR","72411",30,2,0,18,23,8,1,1,2,0,0,0,0,0,32,0,3,27,0,0,0,0,0,0,15421.42,0.00,0.00,15329.50
"412681157","01","1","05055","PARAGOULD APTS.","219 BOGIL ROAD"," "," ","PARAGOULD","AR","72451",13,0,1,12,2,8,0,0,0,0,0,0,0,0,13,0,0,10,0,0,0,3,0,0,8790.00,542.77,0.00,6651.23
"302237230","01","2","05055","MARMADUKE VILLA","7231 W. HWY 34"," "," ","MARMADUKE","AR","72443",6,0,0,6,6,2,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,13241.50,0.00,0.00,13238.33
"716978541","02","8","05055","RIDGEWOOD APTS","1701 RIDGEWOOD CIRCLE"," "," ","PARAGOULD","AR","72450",33,10,0,19,6,0,16,0,5,0,6,2,0,0,27,0,13,0,0,0,0,20,0,0,10869.76,259.20,0.00,7882.88
"537921198","01","5","05055","PARAGOULD TERRACE","715 KENNEDY STREET"," "," ","PARAGOULD","AR","72451",25,0,0,15,14,10,0,0,0,0,0,0,0,0,25,0,6,9,0,0,0,10,0,0,14946.78,0.00,0.00,14934.00
"185707512","01","0","05063","THE MANDALAY APTS","1520 E BOSWELL ST",,,"BATESVILLE","AR","72501",12,0,0,10,4,4,0,1,1,0,2,0,0,0,10,0,2,4,0,0,0,6,0,0,14394.55,0.00,0.00,9474.00
"723077684","01","3","05063","ROSE MANOR APTS","1450 GRAY AVE"," "," ","BATESVILLE","AR","72501",18,0,0,9,3,13,0,0,1,0,2,0,0,0,17,0,0,18,0,0,0,0,0,0,10878.31,0.00,0.00,10059.31
"823886641","01","5","05063","DAFFIN MANOR","1590 E COLLEGE ST",,,"BATESVILLE","AR","72501",47,0,0,27,26,21,0,0,0,0,0,0,0,0,48,0,0,0,47,0,0,0,0,0,14275.15,87.93,0.00,14175.27
"715318767","02","2","05067","KENMONT APARTMENTS","1800 STATE ST."," "," ","NEWPORT","AR","72112",52,0,0,31,6,11,1,0,12,0,15,0,0,0,37,0,0,52,0,0,0,0,0,0,11824.97,1500.68,64.42,6190.34
"461843865","01","9","05067","RUTLEDGE FARM","2920 JACKSON CNTY RD N 37",,,"NEWPORT","AR","72112",1,1,1,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
"746816212","01","4","05067","SHUMATE BROS PTN","725 GARLAND STREET"," "," ","WELDON","AR","72117",2,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
"638402403","01","0","05067","VILLAGE CREEK APTS.","1707 MCLARTY",,,"NEWPORT","AR","72112",31,0,0,26,13,19,0,0,0,0,12,0,0,0,19,0,0,15,0,0,0,16,0,0,10910.39,0.00,0.00,10611.35
"826964062","02","2","05067","ASHTON PARK APTS","1719 MCLARTY AVE"," "," ","NEWPORT","AR","72112",29,1,0,16,12,12,1,0,4,1,0,0,0,0,28,0,2,20,0,0,0,7,0,0,13791.30,0.00,0.00,13791.13
"988988904","01","2","05067","BAGWELL FARMS INC","11407 ST HWY 17 S"," "," ","TUPELO,","AR","72169",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
"629080866","01","0","05067","RIVERVIEW APTS","105 TWIN OAKS DRIVE",,,"TUCKERMAN","AR","72473",31,0,0,14,8,14,0,0,5,0,1,0,0,0,30,0,0,31,0,0,0,0,0,0,11428.13,314.13,0.00,8308.33
"703603970","01","9","05075","WALNUT RIDGE MANOR","111 S.E. 6TH ST.",,,"WALNUT RIDGE","AR","72476",33,0,0,16,11,20,0,0,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,11882.80,0.00,0.00,11869.03
"542835973","01","4","05075","HICKS FARM PTNSP","1723 HWY 91 S"," "," ","WALNUT RIDGE","AR","72476",1,1,0,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
"345247371","01","6","05075","IMBODEN VILLA","101 GEORGIA STREET"," "," ","IMBODEN","AR","72434",15,1,0,10,5,8,0,0,0,0,0,0,0,0,17,0,1,12,0,0,0,2,0,0,12979.42,0.00,0.00,12970.17
"848266814","01","1","05075","WALNUT SQUARE APTS.","304 MEMORIAL LANE"," "," ","WALNUT RIDGE","AR","72476",23,0,0,18,12,11,0,0,0,0,0,0,0,0,23,0,0,15,0,0,0,8,0,0,11602.30,56.52,0.00,11544.00
"799232051","02","2","05093","CHARLES J. PERRY","308 PINE ST"," "," ","KEISER","AR","72351",1,1,1,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
"608368866","02","4","05093","SULLIVAN SEED GROWERS","105 CYPRESS",,,"BURDETTE","AR","72321",4,4,4,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
