#Borrower_ID,Project_ID,Project_Check_Digit,State_County_FIPS_Code,Project_Name,Main_Address_Line1,Main_Address_Line2,Main_Address_Line3,City,State_Abbreviation,Zip_Code,Household_Count,Over_30_Percent_Income_Count,No_Income_Tenants_Count,Head_of_Household_Female_Count,Elderly_Count,Disabled_COunt,Handicapped_COunt,Ethnicity_Hispanic_Count,Designated_Minors_Count,Race_Code_A_Count,Race_Code_B_Count,Race_Code_I_Count,Race_Code_M_Count,Race_Code_P_Count,Race_Code_W_Count,Race_Code_X_Count,Subsidy_0_Count,Subsidy_1_Count,Subsidy_2_Count,Subsidy_4_Count,Subsidy_5_Count,Subsidy_6_Count,Subsidy_7_Count,Subsidy_8_Count,Annual_Income_Average,Other_Income_Average,Public_Assistant_Income_Average,Social_Security_Income_Average
"009024317","02","2","36107","SPENCER ELD HSG","42 LIBERTY STREET",,,"SPENCER","NY","14883",12,12,0,7,10,2,0,0,0,0,1,0,0,0,11,0,0,0,0,12,0,0,0,0,12430.08,0.00,506.00,11923.67
"009024317","03","4","36107","CANDOR ELDERLY HOUSING","75 SPENCER RD"," "," ","CANDOR","NY","13743",18,17,0,14,15,3,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,13585.18,81.18,0.00,13484.47
"603440397","01","8","42001","OXFORD MANOR APTS.","409 NORTH BOLTON ST"," "," ","NEW OXFORD","PA","17350",52,3,0,26,19,0,7,6,7,2,0,0,0,0,52,1,15,13,0,0,0,24,0,0,18464.72,1748.47,0.00,11953.03
"098472459","01","9","42001","NEW OXFORD GARDENS","113-115 E HIGH STREET"," "," ","NEW OXFORD","PA","17350",46,0,0,14,6,7,6,11,23,0,11,0,0,0,43,0,0,0,46,0,0,0,0,0,14195.42,1172.37,143.42,8196.79
"110700077","02","2","42001","HAROLD COURT APTS","142 N STRATTON STREET"," "," ","GETTYSBURG","PA","17325",40,0,0,15,27,1,18,2,0,1,2,0,0,0,35,1,0,40,0,0,0,0,0,0,13893.14,1483.34,65.83,11733.71
"110700077","03","4","42001","MCINTOSH COURT","1815 CENTER MILLS","ROAD",,"ASPERS","PA","17304",36,0,1,10,0,0,2,12,22,0,10,0,0,0,28,0,0,36,0,0,0,0,0,0,10608.64,2945.73,829.09,4236.36
"359491962","01","9","42001","GETTYSBURG PLACE","500 BOYDS SCHOOL RD.",,,"GETTYSBURG","PA","17325",72,14,0,26,7,2,8,15,28,0,7,0,0,0,67,0,38,0,0,0,0,34,0,0,19971.25,1135.31,0.00,7073.03
"315252806","01","3","42001","BRECKENRIDGE VILLAGE APTS","402 VILLAGE DRIVE",,,"GETTYSBURG","PA","17325",87,1,0,42,29,0,14,8,23,0,27,0,0,0,73,0,14,63,0,0,0,10,0,0,17527.36,1444.41,67.71,9495.79
"832315005","01","2","42001","LITTLESTOWN VILLAS","250 CHARLES STREET",,,"LITTLESTOWN","PA","17340",55,3,1,24,17,0,7,1,11,0,7,0,0,0,52,0,18,26,0,0,0,11,0,0,20388.14,520.69,0.00,8298.75
"139613927","01","4","42009","WALTER GORDON APTS. C/O BCHA","701 CHURCH ST. &","807 7TH STREET",,"SAXTON","PA","16678",17,0,0,10,17,1,0,0,0,0,0,0,0,0,18,0,0,17,0,0,0,0,0,0,13798.06,0.00,0.00,13728.69
"139613927","02","7","42009","TECUMSEH TOWNHOUSES C/O BCHA","717 N SPRING ST"," "," ","EVERETT","PA","15537",5,0,0,5,4,1,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,12661.20,0.00,0.00,12661.20
"139613927","03","3","42009","ROSS HARCLERODE C/O BCHA","166 FIFTH AVENUE"," "," ","HYNDMAN","PA","15545",16,0,0,11,11,5,0,1,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,12376.69,0.00,0.00,12376.50
"139613927","04","5","42009","GETTINGER APTS. C/O BCHA","500 NORTH SPRING","STREET",,"EVERETT","PA","15537",21,0,0,13,17,4,1,0,0,0,0,0,0,0,22,0,0,21,0,0,0,0,0,0,13463.05,0.00,0.00,12926.15
"139613927","05","7","42009","MELEWARE APTS.","128 FIFTH AVENUE"," "," ","HYNDMAN","PA","15545",14,0,0,12,13,1,0,0,0,0,0,0,0,0,14,0,1,13,0,0,0,0,0,0,16167.79,0.00,0.00,16132.29
"139613927","06","9","42009","KELLY APARTMENTS C/O BCHA","808 MAIN STREET",,,"SAXTON","PA","16678",17,0,0,12,18,0,0,2,0,0,0,0,0,0,18,0,1,16,0,0,0,0,0,0,15710.13,0.00,0.00,15707.13
"139613927","08","2","42009","FORT BEDFORD INN C/O BCHA","201 S. RICHARD ST.","SUITE 414"," ","BEDFORD","PA","15522",40,0,0,32,40,2,0,0,0,0,0,0,0,0,42,0,7,33,0,0,0,0,0,0,19508.50,0.00,0.00,18506.13
"139613927","09","4","42009","SHAFFER APARTMENTS C/O BCHA","57 W. FIFTH STREET"," "," ","EVERETT","PA","15537",28,0,0,15,28,2,0,0,0,0,0,0,0,0,31,0,4,24,0,0,0,0,0,0,16326.04,0.00,0.00,15792.17
"139613927","12","4","42009","HOPEWELL VILLAGE C/O BCHA","434 BROAD ST"," "," ","HOPEWELL","PA","16650",14,0,0,8,11,3,0,0,0,0,0,0,0,0,14,0,2,12,0,0,0,0,0,0,17122.71,0.00,0.00,17111.29
"070856272","02","2","42009","RAYSTOWN VILLAGE","847 RAYSTOWN RD",,,"EVERETT","PA","15537",21,0,0,14,17,3,0,0,0,0,0,0,0,0,21,0,0,0,19,0,0,2,0,0,13447.05,0.00,104.74,13339.84
"282642746","01","3","42013","ROARING SPRING COM","303 ROARING SPRING COMMONS"," "," ","ROARING SPRING","PA","166731610",119,0,0,42,10,34,0,9,43,0,10,2,0,1,109,0,0,119,0,0,0,0,0,0,10536.74,1987.30,311.46,4770.70
"031016177","01","1","42013","TYRONE HOUSE APTS","212 EAST 12TH STREET",,,"TYRONE","PA","16686",42,0,0,22,19,36,0,0,0,0,1,1,0,0,41,0,0,42,0,0,0,0,0,0,12083.69,440.67,45.56,10904.72
"043352980","03","7","42013","TYRONE PARK APTS","1359 BURLEY AVENUE",,,"TYRONE","PA","16648",54,1,0,16,2,13,0,0,21,0,4,0,0,0,50,0,1,49,0,0,0,4,0,0,14475.43,422.87,244.83,6128.70
"352642454","01","3","42013","SHOWALTER APT. I","200 BLATTENBERGER","STREET",,"MARTINSBURG","PA","16662",21,0,0,9,16,13,0,0,0,0,0,0,0,0,16,6,0,20,0,0,0,1,0,0,14678.61,54.89,66.67,14136.11
"352642454","04","2","42013","SHOWALTER APARTMENTS II","200 BLATTENBERGER","STREET",,"MARTINSBURG","PA","16662",39,1,0,18,4,11,0,1,8,0,0,0,0,0,32,11,14,15,0,0,0,10,0,0,16938.48,314.61,44.35,6743.83
"106396994","01","9","42013","SYLVAN ACRES","509 SYLVAN CIRCLE",,,"TYRONE","PA","16686",67,0,0,25,6,11,0,0,20,0,0,0,0,0,71,0,0,67,0,0,0,0,0,0,11390.70,673.50,39.75,5098.15
"124165622","01","4","42041","MOUNTAIN VIEW APTS CUMBERLAND CO REDEV AND HOUSING AUTH","91 DOUBLING GAP ROAD",,,"NEWVILLE","PA","17241",22,0,0,17,22,0,0,0,0,0,0,0,0,0,22,0,4,18,0,0,0,0,0,0,17079.95,201.05,0.00,15481.05
"398701098","01","1","42041","MEADOWOOD APTS C/O IRM","1051 ALLENDALE ROAD",,,"MECHANICSBURG","PA","17055",154,14,4,110,123,43,0,5,1,0,10,0,0,0,152,0,29,125,0,0,0,0,0,0,16675.15,0.00,0.00,16018.30
"480894913","01","0","42041","PINE RIDGE ESTATES C/O NDC REAL ESTATE","7 PINE ROAD",,,"MOUNT HOLLY SPRINGS","PA","17065",64,7,0,24,7,8,0,5,26,0,4,0,0,0,61,1,22,26,0,0,0,16,0,0,18816.59,3031.38,428.72,5791.28
"295867358","02","4","42055","BRINDLE ESTATES","210 BRINDLE DRIVE",,,"MERCERSBURG","PA","17236",20,0,0,13,19,0,1,0,0,0,2,0,0,0,18,0,0,20,0,0,0,0,0,0,14756.95,600.00,53.00,13161.45
"268144017","01","3","42055","BRINDLE TERRACE","200 FAUST STREET",,,"MERCERSBURG","PA","17236",19,0,0,17,16,0,4,2,0,0,0,0,0,0,20,0,1,18,0,0,0,0,0,0,16782.47,1660.21,57.95,15051.37
"163176932","01","3","42055","HAMILTON PARK PHASE III","100 PARK CIR"," "," ","CHAMBERSBURG","PA","17201",47,22,0,19,9,0,5,10,11,1,10,0,0,0,39,0,46,0,0,0,0,1,0,0,21657.60,410.77,8.83,7178.67
"633640356","02","2","42055","WASHINGTON MEADOW HARRY A. WAGAMAN","4627 WASHINGTON MEADOWS LN",,,"WAYNESBORO","PA","17268",43,11,0,22,12,4,0,1,5,0,5,0,0,0,39,0,36,2,0,1,0,4,0,0,30197.59,548.38,0.00,10119.63
"528090352","02","2","42055","WAYNESBORO APTS","401 N CHURCH ST"," "," ","WAYNESBORO","PA","17268",69,0,0,28,5,0,10,0,24,2,1,0,0,0,76,0,4,56,0,0,0,9,0,0,15525.06,627.38,0.00,5967.91
"751181985","01","4","42055","GREENE MEADOW II HARRY A WAGAMAN","100 GREENE MEADOW","LANE",,"CHAMBERSBURG","PA","17201",53,0,0,30,16,30,0,2,9,0,10,0,0,0,47,0,0,53,0,0,0,0,0,0,13731.45,599.50,117.90,10812.28
"818150565","01","4","42055","GREENE MEADOW APTS HARRY A WAGAMAN","100 GREENE MEADOW LANE"," "," ","CHAMBERSBURG","PA","17201",54,1,0,26,12,20,0,4,11,0,5,0,0,0,49,0,5,41,0,2,0,6,0,0,15750.69,267.08,0.00,11839.72
"017045155","01","9","42057","CARDINAL GLEN","71 WOODSIDE DRIVE",,,"MCCONNELLSBURG","PA","17233",134,0,0,45,7,29,0,1,52,0,8,0,0,0,129,0,0,134,0,0,0,0,0,0,9712.25,1614.40,133.89,4877.60
"481020723","01","1","42057","MCCONNELLSBURG ELDERLY APTS C/O RPM INC","106 MYERS AVENUE",,,"MCCONNELLSBURG","PA","17233",18,0,0,16,16,3,2,0,0,0,0,0,0,0,18,0,1,17,0,0,0,0,0,0,17712.47,0.00,0.00,17583.65
"494626044","01","3","42061","BLAIR HOUSE APTS","600 PENN STREET",,,"HUNTINGDON","PA","16652",61,0,0,38,35,31,0,0,0,1,2,0,0,0,59,0,0,61,0,0,0,0,0,0,13079.51,148.56,80.85,11962.24
"481020723","02","0","42061","ORBISONIA ELDERLY","559 CROMWELL ST",,,"ORBISONIA","PA","17243",14,0,0,13,14,2,1,1,0,0,0,0,0,0,16,0,0,14,0,0,0,0,0,0,15621.07,0.00,0.00,15540.14
"434135384","01","4","42061","JUNIATA VILLAGE C/O NDC ASSET","700 KING ST"," "," ","PETERSBURG","PA","16669",34,1,2,21,12,9,0,0,9,0,0,0,0,0,34,0,1,33,0,0,0,0,0,0,11201.00,1075.75,0.00,7493.21
"154287384","01","7","42061","THREE SPRINGS ESTATES","21298 CHURCH STREET",,,"THREE SPRINGS","PA","17264",24,0,0,17,21,0,4,0,0,0,0,0,0,0,25,0,0,24,0,0,0,0,0,0,13653.23,475.64,72.27,13103.86
"339357840","01","1","42067","TUSCARORA ACRES I","418 TUSCARORA STREET",,,"PORT ROYAL","PA","17082",19,0,0,10,13,1,5,1,0,0,0,0,0,0,20,0,0,19,0,0,0,0,0,0,13538.00,231.47,62.35,13169.76
"277427975","01","2","42067","FAYETTE ACRES JLD MGMT, INC.","111 FAYETTE ACRES"," "," ","MCALISTERVILLE","PA","170499610",24,0,0,6,5,3,1,3,8,0,2,1,0,0,22,0,0,24,0,0,0,0,0,0,11156.30,1452.40,334.80,6747.80
"156042269","01","1","42067","NORTH STREET MANOR C/O JLD MGMT.","105 NORTH 5TH STREET",,,"MIFFLINTOWN","PA","17059",31,0,0,24,26,2,5,0,0,0,0,0,0,0,31,0,0,31,0,0,0,0,0,0,14003.70,360.27,26.50,12740.20
"628570095","01","3","42067","TUSCARORA ACRES II C/O JLD MANAGEMENT","418 TUSCARORA STREET",,,"PORT ROYAL","PA","17082",12,0,0,11,7,3,5,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,9648.50,325.00,306.50,9003.75
"092542729","01","2","42067","CEDAR ACRES","51 APARTMENT DRIVE"," "," ","MIFFLINTOWN","PA","170599813",67,0,0,28,8,6,6,7,17,0,1,0,0,0,65,3,0,67,0,0,0,0,0,0,12250.16,1777.06,90.09,6123.97
"412803537","01","6","42087","BELLEVILLE COMMONS","210 2ND ST","PO BOX 921"," ","BELLEVILLE","PA","17004",42,1,0,30,19,19,0,0,5,0,1,0,0,0,42,0,5,33,0,0,0,4,0,0,13099.51,893.97,53.00,10116.00
"342125662","01","9","42087","GOSS TERRACE","26 GOSS TERRACE"," "," ","LEWISTOWN","PA","17044",42,0,0,26,30,0,15,3,0,0,0,0,0,0,42,0,3,39,0,0,0,0,0,0,13445.33,176.00,0.00,13223.08
"182993612","01","1","42087","MCVEYTOWN APTS","277 W HOLIDAY ST"," "," ","MCVEYTOWN","PA","17051",31,0,0,8,5,1,4,0,6,0,0,0,0,0,32,0,0,26,0,0,0,5,0,0,17021.31,896.38,82.81,9840.31
"494713976","02","2","42087","ROTHROCK SCHOOL APT","280 W HOLIDAY STREET",,,"MCVEYTOWN","PA","17051",29,0,0,25,23,0,6,0,0,0,0,0,0,0,29,0,0,28,0,0,0,1,0,0,15360.32,102.93,47.32,14431.79
"070853954","01","6","42087","BIG VALLEY APTS","25 TAYLOR DRIVE",,,"REEDSVILLE","PA","17084",22,0,0,9,5,2,3,0,3,0,1,0,0,0,21,0,0,22,0,0,0,0,0,0,16374.33,355.08,22.08,8453.58
"410164452","01","7","42087","BROWN APARTMENTS","25 TAYLOR DRIVE",,,"REEDSVILLE","PA","17084",38,2,0,18,5,3,5,0,10,0,3,0,0,0,38,0,6,20,0,0,0,12,0,0,16177.50,1447.11,174.17,5839.94
"206126340","02","2","42099","EPISCOPAL COMMONS","502 S 4TH ST"," "," ","NEWPORT","PA","17074",29,0,0,20,27,1,1,2,0,0,0,0,0,0,29,0,0,29,0,0,0,0,0,0,16328.54,270.32,0.00,15725.54
"189135489","01","7","42099","PERLO RIDGE APARTMENTS","400 PERLO COURT",,,"LOYSVILLE","PA","17047",42,0,0,22,33,16,4,0,1,0,0,0,0,0,44,0,1,41,0,0,0,0,0,0,15384.56,0.00,0.00,14524.77
"162604726","01","4","42099","SUSQUEHANNA APTS C/O JLD MGMT","629 NORTH MARKET","STREET",,"DUNCANNON","PA","17020",28,0,0,19,23,3,3,0,0,0,0,0,0,0,28,0,0,28,0,0,0,0,0,0,12934.07,235.96,37.86,12588.50
"354057492","01","3","42133","HIGHLAND MANOR APARTMENTS","36 HIGHLAND MANOR","DRIVE",,"STEWARTSTOWN","PA","17363",78,0,0,28,7,19,0,3,43,0,19,0,0,0,70,0,0,0,8,0,0,70,0,0,18045.06,2505.45,122.32,6239.45
"354057492","02","5","42133","GREEN MEADOW APARTMENTS","20 BEAVER STREET",,,"DILLSBURG","PA","17019",50,0,0,32,27,33,0,4,0,1,1,0,0,0,48,0,0,50,0,0,0,0,0,0,14261.63,1141.83,0.00,12682.48
"109943923","04","4","42133","DILLSBURG HEIGHTS APTS.","1 CLEMENS DRIVE","APARTMENT #37"," ","DILLSBURG","PA","17019",70,4,0,27,6,7,0,0,29,1,1,0,0,0,71,0,43,25,0,0,0,2,0,0,23668.50,2958.03,8.28,6661.47
"962984459","01","7","51051","TOWNE VIEW APTS","201 VOLUNTEER AVENUE"," "," ","CLINTWOOD","VA","24228",57,7,1,30,26,9,0,0,5,0,0,0,0,0,58,0,32,5,0,0,0,20,0,0,19418.18,149.66,0.00,11930.43
"901625344","01","8","51169","THOMAS VILLAGE APTS","163 CECIL D QUILLEN DR"," "," ","DUFFIELD","VA","24244",32,0,0,16,10,1,8,1,6,0,0,1,0,0,32,0,0,32,0,0,0,0,0,0,11664.42,566.63,137.00,8778.38
"625023972","03","2","51169","GATEWOOD APARTMENTS","298 GATEWOOD CT",,,"GATE CITY","VA","24251",66,3,0,28,12,17,1,0,14,0,1,0,0,0,64,0,9,48,0,0,0,9,0,0,12968.62,436.18,326.31,7432.60
"829865368","01","8","51195","SHEFFIELD ACRES APT","12132 RETFORD ROAD"," "," ","COEBURN","VA","24230",105,0,0,39,9,17,0,0,45,0,6,0,0,0,103,0,9,96,0,0,0,0,0,0,9258.46,795.44,661.76,4514.70
"735780857","01","3","51195","INMAN VILLAGE","APPALACHIA TOWERS 1A","505 W MAIN STREET"," ","APPALACHIA","VA","24216",141,78,1,53,7,29,0,9,45,0,18,0,0,4,121,3,0,0,0,141,0,0,0,0,6714.66,892.86,360.61,3508.65
"829865368","03","8","51195","OLD MILL VILLAGE APARTMENTS","11430 OLD MILL VILLAGE RD","POST OFFICE BOX 6C"," ","POUND","VA","24279",64,0,0,22,5,22,0,2,26,0,0,0,0,0,67,1,0,64,0,0,0,0,0,0,9823.66,977.34,589.50,5881.06
"674334276","01","3","51195","GILLIAM COURT APTS","736 GILLIAM ST NE"," "," ","WISE","VA","24293",75,0,0,37,31,44,0,1,0,0,0,0,0,0,77,0,3,72,0,0,0,0,0,0,11686.83,5.07,0.00,11681.54
"739965383","03","6","51195","NORTON HEIGHTS APTS","520 ALEXANDER STREET"," "," ","NORTON","VA","24273",51,9,0,27,6,15,0,0,16,1,7,0,0,0,44,0,13,0,0,0,0,38,0,0,13744.84,739.94,0.00,8063.25
"406617561","01","2","54001","LAUREL VIEW APT","216 SAMARITAN CIRCLE",,,"BELINGTON","WV","26250",52,4,0,19,28,12,0,0,4,0,0,0,0,0,54,0,17,35,0,0,0,0,0,0,14483.00,0.00,0.00,12405.37
"703915096","01","8","54003","WESLEY VILLAGE APT C/O TM ASSOC MGMT","75 JENNINGS DR",,,"MARTINSBURG","WV","25401",34,1,0,16,22,6,11,1,0,0,9,0,0,0,27,0,3,29,0,0,0,2,0,0,16811.82,930.68,0.00,15614.35
"615615963","01","3","54003","ROBERTS GARDENS APT C/O TM ASSOC. MGMT.","281 ROBERTS DR",,,"MARTINSBURG","WV","25401",132,5,0,46,10,1,19,7,49,2,61,0,0,0,87,4,18,112,0,0,0,2,0,0,14090.46,1447.24,324.19,4950.14
"566335213","02","2","54003","BERKELEY SQUARE APT C/O TM ASSOC MGMT","154 JENNINGS DR",,,"MARTINSBURG","WV","25401",70,0,0,35,40,0,26,6,3,1,17,0,0,0,54,0,1,66,0,0,0,3,0,0,13693.20,613.16,0.00,12219.28
"943253349","02","2","54003","JOSHUA GARDENS APTS C/O TM ASSOC. MGMT","214 JOSHUA DR #600",,,"MARTINSBURG","WV","25404",82,19,0,27,12,0,8,11,13,0,12,0,0,0,76,0,64,6,0,0,0,12,0,0,21474.02,638.81,215.16,6924.14
"701908866","01","8","54003","LINDSEY TERRACE APT","1401 LINDSEY TERRACE",,,"MARTINSBURG","WV","25404",77,9,0,18,10,0,10,0,29,0,28,0,0,0,51,7,53,22,0,0,0,2,0,0,21395.68,2641.85,163.06,6952.79
"756645191","01","3","54003","MARLOWE GARDENS APT","65 BOWIE DRIVE, SUITE 1",,,"FALLING WATERS","WV","25419",74,0,2,25,8,7,0,2,29,0,8,0,0,0,62,3,20,52,0,0,0,2,0,0,16988.50,1407.67,0.00,5907.14
"917359096","01","0","54003","WOODBURY CORNERS","200 WOODBURY AVE",,,"MARTINSBURG","WV","25404",51,0,0,34,42,17,5,2,0,0,7,1,0,0,45,0,0,50,0,0,0,1,0,0,15964.40,160.92,0.00,15083.04
"768142130","01","3","54017","CHILDERS MANOR APT","405 WEST MAIN STREET"," "," ","WEST UNION","WV","26456",16,1,0,7,11,4,1,0,0,0,0,0,0,0,16,0,3,13,0,0,0,0,0,0,11765.60,713.60,0.00,11052.00
"144849763","04","4","54023","MOUNT STORM VILLAGE","ST RT 42",,,"MOUNT STORM","WV","26739",21,0,0,9,5,8,1,0,1,0,0,0,0,0,21,0,0,21,0,0,0,0,0,0,11736.00,0.00,0.00,9205.19
"347031928","05","0","54023","MOUNTAIN VIEW APT C/O GARY A. MICHAEL","501 VALLEY ST/GARYS LANE",,,"PETERSBURG","WV","26847",15,0,0,12,12,3,0,0,0,0,0,0,0,0,15,0,1,14,0,0,0,0,0,0,13954.53,0.00,0.00,13953.80
"347031928","06","1","54023","MOUNTAIN VIEW II C/O GARY A MICHAEL","501 VALLEY ST",,,"PETERSBURG","WV","26847",18,1,0,7,14,5,1,0,0,0,0,0,0,0,20,0,3,15,0,0,0,0,0,0,15403.19,0.00,0.00,14317.31
"347031928","07","3","54023","RIVERVIEW APT C/O GARY A MICHAEL","901 MICHAEL AVE",,,"PETERSBURG","WV","26847",12,0,0,9,11,1,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,11150.83,49.67,0.00,11095.67
"611110692","01","9","54023","OVERLOOK APT C/O PROPERTY MGMT","N. MAIN STREET",,,"PETERSBURG","WV","26847",25,0,0,18,8,15,1,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,11538.13,0.00,0.00,11536.91
"144849763","01","9","54027","SILVERTREE OF ROMNEY I C/O PROPERTY MGMT.","450 DEPOT ST",,,"ROMNEY","WV","26757",26,0,0,16,14,11,1,0,0,0,0,0,0,0,26,0,0,25,0,0,0,1,0,0,12745.75,0.00,0.00,12025.92
"144849763","03","2","54027","SILVERTREE OF ROMNEY II C/O PROPERTY MGMT.","450 DEPOT ST",,,"ROMNEY","WV","26757",17,1,0,9,14,3,0,0,2,0,0,0,0,0,19,0,3,12,0,0,0,2,0,0,15216.44,0.00,0.00,13545.13
"570610196","01","0","54027","BETH PLACE APT C/O HRDE","675 KURKENDALL ST",,,"ROMNEY","WV","26757",9,0,0,6,5,4,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,9273.11,266.67,0.00,8830.00
"144849763","05","6","54031","HIDDEN RIVER GARDEN","115 OAK ST",,,"WARDENSVILLE","WV","26851",15,0,0,8,11,5,0,0,0,0,0,1,0,1,15,0,0,15,0,0,0,0,0,0,15164.64,0.00,0.00,15164.43
"942902259","01","7","54031","RIVERVIEW TERRACE C/O VALLEY TERRACE","130 W BRIGHTON AVE",,,"MOOREFIELD","WV","26836",8,1,0,6,5,2,0,2,0,0,1,0,0,0,7,0,1,7,0,0,0,0,0,0,9621.38,0.00,0.00,9063.00
"901206015","03","6","54031","CHIPLEY LANE II APT C/O VALLEY TERRACE","230 CHIPLEY LN",,,"MOOREFIELD","WV","26836",16,2,0,5,2,2,0,0,4,0,0,0,0,0,16,0,8,8,0,0,0,0,0,0,17808.56,0.00,155.78,6434.11
"901206015","04","8","54031","VALLEY TERRACE APT C/O VALLEY TERRACE","600 RAILROAD STREET",,,"MOOREFIELD","WV","26836",57,0,0,24,10,5,1,6,22,0,9,0,0,0,57,0,5,52,0,0,0,0,0,0,12991.89,632.43,339.86,6120.00
"806664015","01","9","54031","E A HAWSE APT C/O RHODODENDRON","17987 STATE RD 55",,,"BAKER","WV","26801",12,2,0,9,9,3,0,0,0,0,0,0,0,0,12,0,2,10,0,0,0,0,0,0,12280.67,0.00,0.00,12279.42
"144598469","01","4","54033","SALEM MANOR APTS","153 W HIGH ST",,,"SALEM","WV","26426",47,2,0,17,9,8,0,1,11,0,1,0,0,0,46,0,4,33,0,0,0,10,0,0,11179.83,194.48,0.00,6758.41
"553370991","01","4","54033","MEADOW VIEW APT C/O BELMONT PROP.","602 MEADOW VIEW DR",,,"CLARKSBURG","WV","26301",75,6,0,34,9,16,0,1,19,0,1,1,0,0,74,0,20,14,0,0,0,41,0,0,11595.36,695.20,112.53,6816.93
"465037727","01","3","54037","WILLOW SPRING FARM C/O MSA, INC.","NEW OAK TREE CT",,,"CHARLES TOWN","WV","25414",87,25,0,28,19,5,0,12,28,0,29,0,0,0,62,0,75,9,0,0,0,3,0,0,20069.47,188.45,0.00,6219.45
"202979058","01","8","54037","WILLOW SPRING FARM II C/O MSA INC","NEW PEACH TREE CT & NEW PEAR TRE",,,"CHARLES TOWN","WV","25414",64,19,0,28,13,3,0,13,20,0,24,0,0,0,44,0,58,3,0,0,0,3,0,0,24715.44,50.00,0.00,6052.31
"216733472","01","9","54037","WILLOW SPRING FARM III C/O MSA INC","NEW PLUM TREE CT & DOGWOOD","TERRACE CT",,"CHARLES TOWN","WV","25414",63,21,0,22,14,8,0,3,15,0,24,0,0,0,39,0,59,4,0,0,0,0,0,0,23502.29,816.95,104.53,9523.05
"553212916","02","8","54037","PATRICK HENRY APT C/O TM ASOC MGMT.","305 PATRICK HENRY WAY",,,"CHARLES TOWN","WV","25414",51,1,0,30,39,15,10,1,0,0,4,0,0,0,48,0,4,47,0,0,0,0,0,0,13150.69,0.00,0.00,13051.71
"825791136","01","9","54037","BOLIVAR COURT APT","501 BOLIVAR COURT",,,"HARPERS FERRY","WV","25425",44,18,0,17,14,0,8,2,5,0,5,0,0,0,42,0,39,3,0,0,0,2,0,0,23461.68,1365.68,272.90,10811.71
"733770451","01","3","54037","SHEPHERDS GLEN APT C/O TM ASSOC MGMT.","15 PHEASANT RIDGE CT",,,"SHEPHERDSTOWN","WV","25443",68,25,0,26,20,0,0,0,7,5,17,0,0,0,51,0,62,1,0,0,0,5,0,0,21449.17,1435.81,0.00,9383.07
"854373830","01","8","54037","SPRING RUN APT C/O TM ACCOC MGMT.","38 SPRING RUN CT#306",,,"CHARLES TOWN","WV","25414",73,19,0,26,14,0,10,13,17,0,18,0,0,0,64,1,68,1,0,0,0,4,0,0,21816.18,2256.06,0.00,7003.62
"579359104","01","9","54037","WASHINGTON VIL I","512 S. GEORGE STREET","#1",,"CHARLES TOWN","WV","25414",57,0,0,37,33,11,0,3,4,0,1,0,0,0,64,0,7,50,0,0,0,0,0,0,18512.11,0.00,0.00,13302.02
"579359104","02","8","54037","WASHINGTON VIL II C/O WERKMEISTER RTY","512 S. GEORGE STREET","#1",,"CHARLES TOWN","WV","25414",36,1,0,15,28,11,0,0,0,0,1,0,0,0,38,0,3,33,0,0,0,0,0,0,15413.61,0.00,0.00,15413.61
"736629722","01","7","54037","WILLOW SPRING FARM V","44 NEW SYCAMORE CIRCLE",,,"CHARLES TOWN","WV","25414",38,0,0,29,31,10,0,1,0,0,7,0,0,0,31,0,6,31,0,0,0,1,0,0,15786.84,0.00,0.00,15777.68
"295284747","01","8","54041","JANE LEW MANOR APT C/O UNITED PROPERTY","MAIN & LOCUST STREET",,,"JANE LEW","WV","26378",37,0,0,18,13,12,0,0,4,0,0,0,0,0,37,0,9,28,0,0,0,0,0,0,16361.74,483.33,0.00,10037.63
"606907899","01","6","54041","WESTON MANOR APT","41 HICKORY LN",,,"WESTON","WV","26452",45,0,0,16,4,4,0,0,16,0,0,0,0,0,47,0,10,35,0,0,0,0,0,0,14061.96,859.00,144.00,4790.75
"281236250","01","2","54049","MANNINGTON MANOR","311 PARKVIEW DR",,,"MANNINGTON","WV","26582",44,1,0,16,13,6,0,3,13,0,0,0,0,0,47,0,1,40,0,0,0,3,0,0,9503.81,697.52,0.00,5457.85
"944106966","02","2","54049","MONONGAH HEIGHTS C/O TM ASSOC. MGMT","500 MONONGAH HEIGHTS",,,"FAIRMONT","WV","26554",64,1,0,30,13,1,12,0,12,0,3,0,0,3,66,0,4,49,1,0,0,10,0,0,12532.72,1427.08,0.00,6868.54
"107058564","01","8","54057","COUNTRY VILLA APT","ST ROUTE 46 W",,,"FORT ASHBY","WV","26719",25,0,0,17,21,4,0,0,0,0,0,0,0,0,26,0,6,18,0,0,0,1,0,0,17547.39,461.91,0.00,15445.39
